SideStandInfo, Tbox MEMS Error Flag, Battery Error, BatTemp, BrakeStatus, Inverter Error, BatVolt , tboxId         , BatCycleCount         , BatSOH, BatPercent, ThrottlePercent, BatCurrent, GearInformation, ctime     , sys_version, MotorRPM  , MotorTemp, BMS ID                  , InverterTemp, Tbox Internal Bat Volt  , tbox_id
            0,                  0  , No Error     ,     355,           0, No Error      , 665     , 865209069546506, 12                    ,     96,         93,               0,          0,               1, 1739869245, 1          ,          0,        25, BT106001512MT00221057410,           36, 62                      , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0  , No Error     ,     355,           0, No Error      , 665     , 865209069546506, 12                    ,     96,         93,               0,          0,               1, 1739869245, 1          ,          0,        25, BT106001512MT00221057410,           36, 62                      , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0  , No Error     ,     355,           0, No Error      , 665     , 865209069546506, 12                    ,     96,         93,               0,          0,               1, 1739869245, 1          ,          0,        25, BT106001512MT00221057410,           36, 62                      , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0  , No Error     ,     355,           0, No Error      , 665     , 865209069546506, 12                    ,     96,         93,               0,          0,               1, 1739869245, 1          ,          0,        25, BT106001512MT00221057410,           36, 62                      , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0  , No Error     ,     355,           0, No Error      , 665     , 865209069546506, 12                    ,     96,         93,               0,          0,               2, 1739869275, 1          ,          0,        25, BT106001512MT00221057410,           36, 63                      , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0  , No Error     ,     355,           0, No Error      , 665     , 865209069546506, 12                    ,     96,         93,               0,          0,               2, 1739869275, 1          ,          0,        25, BT106001512MT00221057410,           36, 63                      , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0  , No Error     ,     355,           0, No Error      , 665     , 865209069546506, 12                    ,     96,         93,               0,          0,               0, 1739869305, 1          ,          0,        25, BT106001512MT00221057410,           36, 64                      , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0  , No Error     ,     355,           0, No Error      , 665     , 865209069546506, 12                    ,     96,         93,               0,          0,               0, 1739869305, 1          ,          0,        25, BT106001512MT00221057410,           36, 64                      , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0  , No Error     ,     355,           0, No Error      , 664     , 865209069546506, 12                    ,     96,         93,               0,          0,               1, 1739869335, 1          ,          0,        25, BT106001512MT00221057410,           36, 62                      , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0  , No Error     ,     355,           0, No Error      , 664     , 865209069546506, 12                    ,     96,         93,               0,          0,               1, 1739869335, 1          ,          0,        25, BT106001512MT00221057410,           36, 62                      , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0  , No Error     ,     355,           0, No Error      , 665     , 865209069546506, 12                    ,     96,         93,               0,          0,               1, 1739869365, 1          ,          0,        25, BT106001512MT00221057410,           36, 61                      , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0  , No Error     ,     355,           0, No Error      , 665     , 865209069546506, 12                    ,     96,         93,               0,          0,               1, 1739869365, 1          ,          0,        25, BT106001512MT00221057410,           36, 61                      , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0  , No Error     ,     355,           0, No Error      , 665     , 865209069546506, 12                    ,     96,         93,               0,          0,               1, 1739869365, 1          ,          0,        25, BT106001512MT00221057410,           36, 61                      , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0  , No Error     ,     355,           0, No Error      , 665     , 865209069546506, 12                    ,     96,         93,               0,          0,               1, 1739869365, 1          ,          0,        25, BT106001512MT00221057410,           36, 61                      , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0  , No Error     ,     355,           0, No Error      , 665     , 865209069546506, 12                    ,     96,         93,               0,          0,               1, 1739869395, 1          ,          0,        25, BT106001512MT00221057410,           36, 61                      , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0  , No Error     ,     355,           0, No Error      , 665     , 865209069546506, 12                    ,     96,         93,               0,          0,               1, 1739869395, 1          ,          0,        25, BT106001512MT00221057410,           36, 61                      , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0  , No Error     ,     355,           0, No Error      , 665     , 865209069546506, 12                    ,     96,         93,               0,          0,               1, 1739869425, 1          ,          0,        25, BT106001512MT00221057410,           36, 61                      , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0  , No Error     ,     355,           0, No Error      , 665     , 865209069546506, 12                    ,     96,         93,               0,          0,               1, 1739869425, 1          ,          0,        25, BT106001512MT00221057410,           36, 61                      , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0  , No Error     ,     355,           0, No Error      , 665     , 865209069546506, 12                    ,     96,         93,               0,          0,               1, 1739869425, 1          ,          0,        25, BT106001512MT00221057410,           36, 61                      , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0  , No Error     ,     355,           0, No Error      , 665     , 865209069546506, 12                    ,     96,         93,               0,          0,               1, 1739869425, 1          ,          0,        25, BT106001512MT00221057410,           36, 61                      , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0  , No Error     ,     355,           0, No Error      , 665     , 865209069546506, 12                    ,     96,         93,               0,          0,               1, 1739869455, 1          ,          0,        25, BT106001512MT00221057410,           36, 61                      , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0  , No Error     ,     355,           0, No Error      , 665     , 865209069546506, 12                    ,     96,         93,               0,          0,               1, 1739869455, 1          ,          0,        25, BT106001512MT00221057410,           36, 61                      , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0  , No Error     ,     355,           0, No Error      , 665     , 865209069546506, 12                    ,     96,         93,               0,          0,               1, 1739869455, 1          ,          0,        25, BT106001512MT00221057410,           36, 61                      , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0  , No Error     ,     355,           0, No Error      , 665     , 865209069546506, 12                    ,     96,         93,               0,          0,               1, 1739869455, 1          ,          0,        25, BT106001512MT00221057410,           36, 61                      , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0  , No Error     ,     355,           0, No Error      , 665     , 865209069546506, 12                    ,     96,         93,               0,          0,               1, 1739869485, 1          ,          0,        25, BT106001512MT00221057410,           36, 61                      , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0  , No Error     ,     355,           0, No Error      , 665     , 865209069546506, 12                    ,     96,         93,               0,          0,               1, 1739869485, 1          ,          0,        25, BT106001512MT00221057410,           36, 61                      , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0  , No Error     ,     355,           0, No Error      , 665     , 865209069546506, 12                    ,     96,         93,               0,          0,               1, 1739869485, 1          ,          0,        25, BT106001512MT00221057410,           36, 61                      , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0  , No Error     ,     355,           0, No Error      , 665     , 865209069546506, 12                    ,     96,         93,               0,          0,               1, 1739869485, 1          ,          0,        25, BT106001512MT00221057410,           36, 61                      , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     312,           0, No Error      , 653     , 865209069546506, 40                    ,     95,         29,               0,          0,               2, 1739950819, 1          ,          0,        25, BT106003012MT00221017764,           36, 63.0                    ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     317,           0,               , 666     , 865209069546506, 40                    ,     95,         30,               0,         77,               0, 1739952175, 1          ,          0,         0, BT106003012MT00221017764,            0, 5.0                     ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     317,           0,               , 666     , 865209069546506, 40                    ,     95,         30,               0,         77,               0, 1739952175, 1          ,          0,         0, BT106003012MT00221017764,            0, 5.0                     ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     317,           0,               , 667     , 865209069546506, 40                    ,     95,         31,               0,         77,               0, 1739952205, 1          ,          0,         0, BT106003012MT00221017764,            0, 0.0                     ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     317,           0,               , 667     , 865209069546506, 40                    ,     95,         31,               0,         77,               0, 1739952205, 1          ,          0,         0, BT106003012MT00221017764,            0, 0.0                     ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     317,           0,               , 667     , 865209069546506, 40                    ,     95,         31,               0,         77,               0, 1739952235, 1          ,          0,         0, BT106003012MT00221017764,            0, 0.0                     ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     317,           0,               , 667     , 865209069546506, 40                    ,     95,         31,               0,         77,               0, 1739952235, 1          ,          0,         0, BT106003012MT00221017764,            0, 0.0                     ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     317,           0,               , 667     , 865209069546506, 40                    ,     95,         31,               0,         77,               0, 1739952235, 1          ,          0,         0, BT106003012MT00221017764,            0, 0.0                     ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     317,           0,               , 667     , 865209069546506, 40                    ,     95,         31,               0,         77,               0, 1739952235, 1          ,          0,         0, BT106003012MT00221017764,            0, 0.0                     ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     317,           0,               , 667     , 865209069546506, 40                    ,     95,         31,               0,         77,               0, 1739952265, 1          ,          0,         0, BT106003012MT00221017764,            0, 0.0                     ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     317,           0,               , 667     , 865209069546506, 40                    ,     95,         31,               0,         77,               0, 1739952265, 1          ,          0,         0, BT106003012MT00221017764,            0, 0.0                     ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     317,           0,               , 667     , 865209069546506, 40                    ,     95,         31,               0,         77,               0, 1739952265, 1          ,          0,         0, BT106003012MT00221017764,            0, 0.0                     ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     317,           0,               , 667     , 865209069546506, 40                    ,     95,         31,               0,         77,               0, 1739952265, 1          ,          0,         0, BT106003012MT00221017764,            0, 0.0                     ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     318,           0,               , 667     , 865209069546506, 40                    ,     95,         32,               0,         77,               0, 1739952295, 1          ,          0,         0, BT106003012MT00221017764,            0, 0.0                     ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     318,           0,               , 667     , 865209069546506, 40                    ,     95,         32,               0,         77,               0, 1739952295, 1          ,          0,         0, BT106003012MT00221017764,            0, 0.0                     ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     318,           0,               , 667     , 865209069546506, 40                    ,     95,         32,               0,         77,               0, 1739952295, 1          ,          0,         0, BT106003012MT00221017764,            0, 0.0                     ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     318,           0,               , 667     , 865209069546506, 40                    ,     95,         32,               0,         77,               0, 1739952295, 1          ,          0,         0, BT106003012MT00221017764,            0, 0.0                     ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     318,           0,               , 667     , 865209069546506, 40                    ,     95,         32,               0,         77,               0, 1739952325, 1          ,          0,         0, BT106003012MT00221017764,            0, 0.0                     ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     318,           0,               , 667     , 865209069546506, 40                    ,     95,         32,               0,         77,               0, 1739952325, 1          ,          0,         0, BT106003012MT00221017764,            0, 0.0                     ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     318,           0,               , 668     , 865209069546506, 40                    ,     95,         32,               0,         78,               0, 1739952355, 1          ,          0,         0, BT106003012MT00221017764,            0, 0.0                     ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     318,           0,               , 668     , 865209069546506, 40                    ,     95,         32,               0,         78,               0, 1739952355, 1          ,          0,         0, BT106003012MT00221017764,            0, 0.0                     ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     318,           0,               , 668     , 865209069546506, 40                    ,     95,         32,               0,         77,               0, 1739952385, 1          ,          0,         0, BT106003012MT00221017764,            0, 0.0                     ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     318,           0,               , 668     , 865209069546506, 40                    ,     95,         32,               0,         77,               0, 1739952385, 1          ,          0,         0, BT106003012MT00221017764,            0, 0.0                     ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     318,           0,               , 668     , 865209069546506, 40                    ,     95,         32,               0,         77,               0, 1739952385, 1          ,          0,         0, BT106003012MT00221017764,            0, 0.0                     ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     318,           0,               , 668     , 865209069546506, 40                    ,     95,         32,               0,         77,               0, 1739952385, 1          ,          0,         0, BT106003012MT00221017764,            0, 0.0                     ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     318,           0,               , 668     , 865209069546506, 40                    ,     95,         33,               0,         77,               0, 1739952415, 1          ,          0,         0, BT106003012MT00221017764,            0, 7.0                     ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     318,           0,               , 668     , 865209069546506, 40                    ,     95,         33,               0,         77,               0, 1739952415, 1          ,          0,         0, BT106003012MT00221017764,            0, 7.0                     ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     318,           0,               , 668     , 865209069546506, 40                    ,     95,         33,               0,         77,               0, 1739952445, 1          ,          0,         0, BT106003012MT00221017764,            0, 0.0                     ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     318,           0,               , 668     , 865209069546506, 40                    ,     95,         33,               0,         77,               0, 1739952445, 1          ,          0,         0, BT106003012MT00221017764,            0, 0.0                     ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     319,           0,               , 668     , 865209069546506, 40                    ,     95,         33,               0,         77,               0, 1739952475, 1          ,          0,         0, BT106003012MT00221017764,            0, 0.0                     ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     319,           0,               , 668     , 865209069546506, 40                    ,     95,         33,               0,         77,               0, 1739952475, 1          ,          0,         0, BT106003012MT00221017764,            0, 0.0                     ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     319,           0,               , 668     , 865209069546506, 40                    ,     95,         33,               0,         77,               0, 1739952475, 1          ,          0,         0, BT106003012MT00221017764,            0, 0.0                     ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     319,           0,               , 668     , 865209069546506, 40                    ,     95,         33,               0,         77,               0, 1739952475, 1          ,          0,         0, BT106003012MT00221017764,            0, 0.0                     ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     319,           0,               , 668     , 865209069546506, 40                    ,     95,         33,               0,         78,               0, 1739952505, 1          ,          0,         0, BT106003012MT00221017764,            0, 0.0                     ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     319,           0,               , 668     , 865209069546506, 40                    ,     95,         33,               0,         78,               0, 1739952505, 1          ,          0,         0, BT106003012MT00221017764,            0, 0.0                     ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     319,           0,               , 668     , 865209069546506, 40                    ,     95,         33,               0,         78,               0, 1739952505, 1          ,          0,         0, BT106003012MT00221017764,            0, 0.0                     ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     319,           0,               , 668     , 865209069546506, 40                    ,     95,         33,               0,         78,               0, 1739952505, 1          ,          0,         0, BT106003012MT00221017764,            0, 0.0                     ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     319,           0,               , 668     , 865209069546506, 40                    ,     95,         34,               0,         77,               0, 1739952535, 1          ,          0,         0, BT106003012MT00221017764,            0, 0.0                     ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     319,           0,               , 668     , 865209069546506, 40                    ,     95,         34,               0,         77,               0, 1739952535, 1          ,          0,         0, BT106003012MT00221017764,            0, 0.0                     ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     319,           0,               , 668     , 865209069546506, 40                    ,     95,         34,               0,         78,               0, 1739952565, 1          ,          0,         0, BT106003012MT00221017764,            0, 0.0                     ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     319,           0,               , 668     , 865209069546506, 40                    ,     95,         34,               0,         78,               0, 1739952565, 1          ,          0,         0, BT106003012MT00221017764,            0, 0.0                     ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     319,           0,               , 668     , 865209069546506, 40                    ,     95,         34,               0,         78,               0, 1739952565, 1          ,          0,         0, BT106003012MT00221017764,            0, 0.0                     ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     319,           0,               , 668     , 865209069546506, 40                    ,     95,         34,               0,         78,               0, 1739952565, 1          ,          0,         0, BT106003012MT00221017764,            0, 0.0                     ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     320,           0,               , 668     , 865209069546506, 40                    ,     95,         34,               0,         78,               0, 1739952595, 1          ,          0,         0, BT106003012MT00221017764,            0, 0.0                     ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     320,           0,               , 668     , 865209069546506, 40                    ,     95,         34,               0,         78,               0, 1739952595, 1          ,          0,         0, BT106003012MT00221017764,            0, 0.0                     ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     320,           0,               , 668     , 865209069546506, 40                    ,     95,         34,               0,         77,               0, 1739952625, 1          ,          0,         0, BT106003012MT00221017764,            0, 0.0                     ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     320,           0,               , 668     , 865209069546506, 40                    ,     95,         34,               0,         77,               0, 1739952625, 1          ,          0,         0, BT106003012MT00221017764,            0, 0.0                     ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     320,           0,               , 668     , 865209069546506, 40                    ,     95,         35,               0,         77,               0, 1739952656, 1          ,          0,         0, BT106003012MT00221017764,            0, 1.0                     ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     320,           0,               , 668     , 865209069546506, 40                    ,     95,         35,               0,         77,               0, 1739952656, 1          ,          0,         0, BT106003012MT00221017764,            0, 1.0                     ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     320,           0,               , 668     , 865209069546506, 40                    ,     95,         35,               0,         77,               0, 1739952656, 1          ,          0,         0, BT106003012MT00221017764,            0, 1.0                     ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     320,           0,               , 668     , 865209069546506, 40                    ,     95,         35,               0,         77,               0, 1739952656, 1          ,          0,         0, BT106003012MT00221017764,            0, 1.0                     ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     320,           0,               , 668     , 865209069546506, 40                    ,     95,         35,               0,         77,               0, 1739952686, 1          ,          0,         0, BT106003012MT00221017764,            0, 14.0                    ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     320,           0,               , 668     , 865209069546506, 40                    ,     95,         35,               0,         77,               0, 1739952686, 1          ,          0,         0, BT106003012MT00221017764,            0, 14.0                    ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     320,           0,               , 668     , 865209069546506, 40                    ,     95,         35,               0,         77,               0, 1739952686, 1          ,          0,         0, BT106003012MT00221017764,            0, 14.0                    ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     320,           0,               , 668     , 865209069546506, 40                    ,     95,         35,               0,         77,               0, 1739952686, 1          ,          0,         0, BT106003012MT00221017764,            0, 14.0                    ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     321,           0,               , 669     , 865209069546506, 40                    ,     95,         35,               0,         77,               0, 1739952716, 1          ,          0,         0, BT106003012MT00221017764,            0, 0.0                     ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     321,           0,               , 669     , 865209069546506, 40                    ,     95,         35,               0,         77,               0, 1739952716, 1          ,          0,         0, BT106003012MT00221017764,            0, 0.0                     ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     321,           0,               , 669     , 865209069546506, 40                    ,     95,         36,               0,         78,               0, 1739952746, 1          ,          0,         0, BT106003012MT00221017764,            0, 0.0                     ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     321,           0,               , 669     , 865209069546506, 40                    ,     95,         36,               0,         78,               0, 1739952746, 1          ,          0,         0, BT106003012MT00221017764,            0, 0.0                     ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     321,           0,               , 669     , 865209069546506, 40                    ,     95,         36,               0,         77,               0, 1739952776, 1          ,          0,         0, BT106003012MT00221017764,            0, 0.0                     ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     321,           0,               , 669     , 865209069546506, 40                    ,     95,         36,               0,         77,               0, 1739952776, 1          ,          0,         0, BT106003012MT00221017764,            0, 0.0                     ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     321,           0,               , 669     , 865209069546506, 40                    ,     95,         36,               0,         77,               0, 1739952806, 1          ,          0,         0, BT106003012MT00221017764,            0, 0.0                     ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     321,           0,               , 669     , 865209069546506, 40                    ,     95,         36,               0,         77,               0, 1739952806, 1          ,          0,         0, BT106003012MT00221017764,            0, 0.0                     ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     322,           0,               , 669     , 865209069546506, 40                    ,     95,         36,               0,         77,               0, 1739952836, 1          ,          0,         0, BT106003012MT00221017764,            0, 71.0                    ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     322,           0,               , 669     , 865209069546506, 40                    ,     95,         36,               0,         77,               0, 1739952836, 1          ,          0,         0, BT106003012MT00221017764,            0, 71.0                    ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     322,           0,               , 669     , 865209069546506, 40                    ,     95,         36,               0,         77,               0, 1739952836, 1          ,          0,         0, BT106003012MT00221017764,            0, 71.0                    ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     322,           0,               , 669     , 865209069546506, 40                    ,     95,         36,               0,         77,               0, 1739952836, 1          ,          0,         0, BT106003012MT00221017764,            0, 71.0                    ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     323,           0,               , 669     , 865209069546506, 40                    ,     95,         37,               0,         78,               0, 1739952866, 1          ,          0,         0, BT106003012MT00221017764,            0, 71.0                    ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     323,           0,               , 669     , 865209069546506, 40                    ,     95,         37,               0,         78,               0, 1739952866, 1          ,          0,         0, BT106003012MT00221017764,            0, 71.0                    ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     323,           0,               , 669     , 865209069546506, 40                    ,     95,         37,               0,         77,               0, 1739952896, 1          ,          0,         0, BT106003012MT00221017764,            0, 71.0                    ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     323,           0,               , 669     , 865209069546506, 40                    ,     95,         37,               0,         77,               0, 1739952896, 1          ,          0,         0, BT106003012MT00221017764,            0, 71.0                    ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     323,           0,               , 669     , 865209069546506, 40                    ,     95,         37,               0,         77,               0, 1739952896, 1          ,          0,         0, BT106003012MT00221017764,            0, 71.0                    ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     323,           0,               , 669     , 865209069546506, 40                    ,     95,         37,               0,         77,               0, 1739952896, 1          ,          0,         0, BT106003012MT00221017764,            0, 71.0                    ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     324,           0,               , 669     , 865209069546506, 40                    ,     95,         37,               0,         77,               0, 1739952926, 1          ,          0,         0, BT106003012MT00221017764,            0, 71.0                    ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     324,           0,               , 669     , 865209069546506, 40                    ,     95,         37,               0,         77,               0, 1739952926, 1          ,          0,         0, BT106003012MT00221017764,            0, 71.0                    ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
            0,                  0.0, No Error     ,     324,           0,               , 669     , 865209069546506, 40                    ,     95,         37,               0,         78,               0, 1739952956, 1          ,          0,         0, BT106003012MT00221017764,            0, 71.0                    ,                                     ,                  ,                                     , , , 10813a3e-0646-4881-a015-c5f9d991c5f3
