SideStandInfo,Tbox MEMS Error Flag,Battery Error,BatTemp,BrakeStatus,Inverter Error,BatVolt,tboxId,BatCycleCount,BatSOH,BatPercent,ThrottlePercent,BatCurrent,GearInformation,ctime,sys_version,MotorRPM,MotorTemp,BMS ID,InverterTemp,Tbox Internal Bat Volt,Tbox_Internal_Bat_Volt,Tbox_MEMS_Error_Flag,Inverter_Error,Battery_Error,BMSID,tbox_id
0,0.0,No Error,312,0,No Error,653,865209069546506,40,95,29,0,0,0,1739950969,1,0,25,BT106003012MT00221017764,36,64.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,312,0,No Error,653,865209069546506,40,95,29,0,0,0,1739950969,1,0,25,BT106003012MT00221017764,36,64.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,312,0,No Error,653,865209069546506,40,95,29,0,0,0,1739950969,1,0,25,BT106003012MT00221017764,36,64.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,653,865209069546506,40,95,29,0,0,0,1739950999,1,0,25,BT106003012MT00221017764,36,63.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,653,865209069546506,40,95,29,0,0,0,1739950999,1,0,25,BT106003012MT00221017764,36,63.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,653,865209069546506,40,95,29,0,0,2,1739951029,1,0,25,BT106003012MT00221017764,36,66.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,653,865209069546506,40,95,29,0,0,2,1739951029,1,0,25,BT106003012MT00221017764,36,66.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,653,865209069546506,40,95,29,0,0,2,1739951029,1,0,25,BT106003012MT00221017764,36,66.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,653,865209069546506,40,95,29,0,0,2,1739951029,1,0,25,BT106003012MT00221017764,36,66.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,653,865209069546506,40,95,29,0,0,2,1739951059,1,0,25,BT106003012MT00221017764,36,67.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,653,865209069546506,40,95,29,0,0,2,1739951059,1,0,25,BT106003012MT00221017764,36,67.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,653,865209069546506,40,95,29,0,0,2,1739951089,1,0,25,BT106003012MT00221017764,36,67.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,653,865209069546506,40,95,29,0,0,2,1739951089,1,0,25,BT106003012MT00221017764,36,67.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,653,865209069546506,40,95,29,0,0,2,1739951089,1,0,25,BT106003012MT00221017764,36,67.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,653,865209069546506,40,95,29,0,0,2,1739951089,1,0,25,BT106003012MT00221017764,36,67.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,654,865209069546506,40,95,29,0,0,2,1739951119,1,0,25,BT106003012MT00221017764,36,67.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,654,865209069546506,40,95,29,0,0,2,1739951119,1,0,25,BT106003012MT00221017764,36,67.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,654,865209069546506,40,95,29,0,0,2,1739951119,1,0,25,BT106003012MT00221017764,36,67.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,654,865209069546506,40,95,29,0,0,2,1739951119,1,0,25,BT106003012MT00221017764,36,67.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,654,865209069546506,40,95,29,0,0,2,1739951149,1,0,25,BT106003012MT00221017764,36,68.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,654,865209069546506,40,95,29,0,0,2,1739951149,1,0,25,BT106003012MT00221017764,36,68.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,654,865209069546506,40,95,29,0,0,2,1739951179,1,0,25,BT106003012MT00221017764,36,68.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,654,865209069546506,40,95,29,0,0,2,1739951179,1,0,25,BT106003012MT00221017764,36,68.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,654,865209069546506,40,95,29,0,0,2,1739951179,1,0,25,BT106003012MT00221017764,36,68.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,654,865209069546506,40,95,29,0,0,2,1739951179,1,0,25,BT106003012MT00221017764,36,68.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,654,865209069546506,40,95,29,0,0,2,1739951209,1,0,25,BT106003012MT00221017764,36,68.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,654,865209069546506,40,95,29,0,0,2,1739951209,1,0,25,BT106003012MT00221017764,36,68.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,654,865209069546506,40,95,29,0,0,2,1739951239,1,0,25,BT106003012MT00221017764,36,69.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,654,865209069546506,40,95,29,0,0,2,1739951239,1,0,25,BT106003012MT00221017764,36,69.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,654,865209069546506,40,95,29,0,0,2,1739951269,1,0,25,BT106003012MT00221017764,36,69.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,654,865209069546506,40,95,29,0,0,2,1739951269,1,0,25,BT106003012MT00221017764,36,69.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,654,865209069546506,40,95,29,0,0,2,1739951269,1,0,25,BT106003012MT00221017764,36,69.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,654,865209069546506,40,95,29,0,0,2,1739951269,1,0,25,BT106003012MT00221017764,36,69.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,654,865209069546506,40,95,29,0,0,2,1739951299,1,0,25,BT106003012MT00221017764,36,67.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,654,865209069546506,40,95,29,0,0,2,1739951299,1,0,25,BT106003012MT00221017764,36,67.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,654,865209069546506,40,95,29,0,0,2,1739951329,1,0,25,BT106003012MT00221017764,36,66.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,654,865209069546506,40,95,29,0,0,2,1739951329,1,0,25,BT106003012MT00221017764,36,66.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,654,865209069546506,40,95,29,0,0,2,1739951329,1,0,25,BT106003012MT00221017764,36,66.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,654,865209069546506,40,95,29,0,0,2,1739951329,1,0,25,BT106003012MT00221017764,36,66.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,654,865209069546506,40,95,29,0,0,2,1739951359,1,0,25,BT106003012MT00221017764,36,68.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,654,865209069546506,40,95,29,0,0,2,1739951359,1,0,25,BT106003012MT00221017764,36,68.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,654,865209069546506,40,95,29,0,0,2,1739951389,1,0,25,BT106003012MT00221017764,36,69.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,654,865209069546506,40,95,29,0,0,2,1739951389,1,0,25,BT106003012MT00221017764,36,69.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,654,865209069546506,40,95,29,0,0,2,1739951419,1,0,25,BT106003012MT00221017764,36,69.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,654,865209069546506,40,95,29,0,0,2,1739951419,1,0,25,BT106003012MT00221017764,36,69.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,654,865209069546506,40,95,29,0,0,2,1739951450,1,0,25,BT106003012MT00221017764,36,69.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,654,865209069546506,40,95,29,0,0,2,1739951450,1,0,25,BT106003012MT00221017764,36,69.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,654,865209069546506,40,95,29,0,0,2,1739951450,1,0,25,BT106003012MT00221017764,36,69.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,654,865209069546506,40,95,29,0,0,2,1739951450,1,0,25,BT106003012MT00221017764,36,69.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,654,865209069546506,40,95,29,0,0,2,1739951480,1,0,25,BT106003012MT00221017764,36,70.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,654,865209069546506,40,95,29,0,0,2,1739951480,1,0,25,BT106003012MT00221017764,36,70.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,654,865209069546506,40,95,29,0,0,2,1739951480,1,0,25,BT106003012MT00221017764,36,70.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,654,865209069546506,40,95,29,0,0,2,1739951480,1,0,25,BT106003012MT00221017764,36,70.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,654,865209069546506,40,95,29,0,0,2,1739951510,1,0,25,BT106003012MT00221017764,36,70.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,654,865209069546506,40,95,29,0,0,2,1739951510,1,0,25,BT106003012MT00221017764,36,70.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,654,865209069546506,40,95,29,0,0,2,1739951540,1,0,25,BT106003012MT00221017764,36,70.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,654,865209069546506,40,95,29,0,0,2,1739951540,1,0,25,BT106003012MT00221017764,36,70.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,654,865209069546506,40,95,29,0,0,2,1739951570,1,0,25,BT106003012MT00221017764,36,70.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,654,865209069546506,40,95,29,0,0,2,1739951570,1,0,25,BT106003012MT00221017764,36,70.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,654,865209069546506,40,95,29,0,0,2,1739951570,1,0,25,BT106003012MT00221017764,36,70.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,654,865209069546506,40,95,29,0,0,2,1739951570,1,0,25,BT106003012MT00221017764,36,70.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,654,865209069546506,40,95,29,0,0,2,1739951600,1,0,25,BT106003012MT00221017764,36,68.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,654,865209069546506,40,95,29,0,0,2,1739951600,1,0,25,BT106003012MT00221017764,36,68.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,654,865209069546506,40,95,29,0,0,2,1739951630,1,0,25,BT106003012MT00221017764,36,70.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,654,865209069546506,40,95,29,0,0,2,1739951630,1,0,25,BT106003012MT00221017764,36,70.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,654,865209069546506,40,95,29,0,0,2,1739951630,1,0,25,BT106003012MT00221017764,36,70.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,654,865209069546506,40,95,29,0,0,2,1739951630,1,0,25,BT106003012MT00221017764,36,70.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,654,865209069546506,40,95,29,0,0,2,1739951660,1,0,25,BT106003012MT00221017764,36,70.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,654,865209069546506,40,95,29,0,0,2,1739951660,1,0,25,BT106003012MT00221017764,36,70.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,654,865209069546506,40,95,29,0,0,2,1739951660,1,0,25,BT106003012MT00221017764,36,70.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,654,865209069546506,40,95,29,0,0,2,1739951660,1,0,25,BT106003012MT00221017764,36,70.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,654,865209069546506,40,95,29,0,0,2,1739951690,1,0,25,BT106003012MT00221017764,36,70.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,654,865209069546506,40,95,29,0,0,2,1739951690,1,0,25,BT106003012MT00221017764,36,70.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,654,865209069546506,40,95,0,0,0,2,1739951720,1,0,25,BT106003012MT00221017764,36,68.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,654,865209069546506,40,95,0,0,0,2,1739951720,1,0,25,BT106003012MT00221017764,36,68.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,654,865209069546506,40,95,0,0,0,2,1739951750,1,0,25,BT106003012MT00221017764,36,68.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,654,865209069546506,40,95,0,0,0,2,1739951750,1,0,25,BT106003012MT00221017764,36,68.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,654,865209069546506,40,95,0,0,0,2,1739951750,1,0,25,BT106003012MT00221017764,36,68.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,313,0,No Error,654,865209069546506,40,95,0,0,0,2,1739951750,1,0,25,BT106003012MT00221017764,36,68.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,,0,0,,0,865209069546506,0,0,0,0,0,0,1739951802,1,0,0,,0,5.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,,0,0,,0,865209069546506,0,0,0,0,0,0,1739951802,1,0,0,,0,5.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,315,0,,655,865209069546506,40,95,29,0,18,0,1739951868,1,0,0,BT106003012MT00221017764,0,0.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,315,0,,655,865209069546506,40,95,29,0,18,0,1739951868,1,0,0,BT106003012MT00221017764,0,0.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,315,0,,655,865209069546506,40,95,29,0,18,0,1739951868,1,0,0,BT106003012MT00221017764,0,0.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,315,0,,655,865209069546506,40,95,29,0,18,0,1739951868,1,0,0,BT106003012MT00221017764,0,0.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,315,0,,656,865209069546506,40,95,29,0,17,0,1739951898,1,0,0,BT106003012MT00221017764,0,0.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,315,0,,656,865209069546506,40,95,29,0,17,0,1739951898,1,0,0,BT106003012MT00221017764,0,0.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,315,0,,661,865209069546506,40,95,29,0,78,0,1739951928,1,0,0,BT106003012MT00221017764,0,0.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,315,0,,661,865209069546506,40,95,29,0,78,0,1739951928,1,0,0,BT106003012MT00221017764,0,0.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,315,0,,661,865209069546506,40,95,29,0,78,0,1739951928,1,0,0,BT106003012MT00221017764,0,0.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,315,0,,661,865209069546506,40,95,29,0,78,0,1739951928,1,0,0,BT106003012MT00221017764,0,0.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,315,0,,663,865209069546506,40,95,29,0,78,0,1739951958,1,0,0,BT106003012MT00221017764,0,0.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,315,0,,663,865209069546506,40,95,29,0,78,0,1739951958,1,0,0,BT106003012MT00221017764,0,0.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,315,0,,663,865209069546506,40,95,29,0,78,0,1739951958,1,0,0,BT106003012MT00221017764,0,0.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,315,0,,663,865209069546506,40,95,29,0,78,0,1739951958,1,0,0,BT106003012MT00221017764,0,0.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,316,0,,658,865209069546506,40,95,29,0,39,0,1739952025,1,0,0,BT106003012MT00221017764,0,0.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,316,0,,658,865209069546506,40,95,29,0,39,0,1739952025,1,0,0,BT106003012MT00221017764,0,0.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,316,0,,663,865209069546506,40,95,29,0,78,0,1739952055,1,0,0,BT106003012MT00221017764,0,0.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,316,0,,663,865209069546506,40,95,29,0,78,0,1739952055,1,0,0,BT106003012MT00221017764,0,0.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,316,0,,665,865209069546506,40,95,30,0,78,0,1739952085,1,0,0,BT106003012MT00221017764,0,0.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,316,0,,665,865209069546506,40,95,30,0,78,0,1739952085,1,0,0,BT106003012MT00221017764,0,0.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,316,0,,665,865209069546506,40,95,30,0,78,0,1739952085,1,0,0,BT106003012MT00221017764,0,0.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,316,0,,665,865209069546506,40,95,30,0,78,0,1739952085,1,0,0,BT106003012MT00221017764,0,0.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,316,0,,665,865209069546506,40,95,30,0,77,0,1739952115,1,0,0,BT106003012MT00221017764,0,0.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,316,0,,665,865209069546506,40,95,30,0,77,0,1739952115,1,0,0,BT106003012MT00221017764,0,0.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,316,0,,666,865209069546506,40,95,30,0,77,0,1739952145,1,0,0,BT106003012MT00221017764,0,1.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,316,0,,666,865209069546506,40,95,30,0,77,0,1739952145,1,0,0,BT106003012MT00221017764,0,1.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,316,0,,666,865209069546506,40,95,30,0,77,0,1739952145,1,0,0,BT106003012MT00221017764,0,1.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,316,0,,666,865209069546506,40,95,30,0,77,0,1739952145,1,0,0,BT106003012MT00221017764,0,1.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,317,0,,666,865209069546506,40,95,30,0,77,0,1739952175,1,0,0,BT106003012MT00221017764,0,5.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,317,0,,666,865209069546506,40,95,30,0,77,0,1739952175,1,0,0,BT106003012MT00221017764,0,5.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,317,0,,666,865209069546506,40,95,30,0,77,0,1739952175,1,0,0,BT106003012MT00221017764,0,5.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,317,0,,666,865209069546506,40,95,30,0,77,0,1739952175,1,0,0,BT106003012MT00221017764,0,5.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,317,0,,667,865209069546506,40,95,31,0,77,0,1739952205,1,0,0,BT106003012MT00221017764,0,0.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,317,0,,667,865209069546506,40,95,31,0,77,0,1739952205,1,0,0,BT106003012MT00221017764,0,0.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,317,0,,667,865209069546506,40,95,31,0,77,0,1739952235,1,0,0,BT106003012MT00221017764,0,0.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,317,0,,667,865209069546506,40,95,31,0,77,0,1739952235,1,0,0,BT106003012MT00221017764,0,0.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,317,0,,667,865209069546506,40,95,31,0,77,0,1739952235,1,0,0,BT106003012MT00221017764,0,0.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,317,0,,667,865209069546506,40,95,31,0,77,0,1739952235,1,0,0,BT106003012MT00221017764,0,0.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,317,0,,667,865209069546506,40,95,31,0,77,0,1739952265,1,0,0,BT106003012MT00221017764,0,0.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,317,0,,667,865209069546506,40,95,31,0,77,0,1739952265,1,0,0,BT106003012MT00221017764,0,0.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,317,0,,667,865209069546506,40,95,31,0,77,0,1739952265,1,0,0,BT106003012MT00221017764,0,0.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,317,0,,667,865209069546506,40,95,31,0,77,0,1739952265,1,0,0,BT106003012MT00221017764,0,0.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,318,0,,667,865209069546506,40,95,32,0,77,0,1739952295,1,0,0,BT106003012MT00221017764,0,0.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0.0,No Error,318,0,,667,865209069546506,40,95,32,0,77,0,1739952295,1,0,0,BT106003012MT00221017764,0,0.0,,,,,,10813a3e-0646-4881-a015-c5f9d991c5f3
